# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Mar 19 12:50:06 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia DR2 + Tycho2 + 2MASS (all Vegamags, Gaia passbands from Weiler 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag  B_Tmag  V_Tmag  Jmag    Hmag    Ksmag
0.01471 0.00000 6.60206 1.0092450380 2.4748303890    1.009 -0.104  3.6510  4.102    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.76e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.029 5.186 5.820 5.861 4.426 7.049 5.757 3.491 2.854 2.752
0.01471 0.00000 6.60206 1.0499999523 2.4828116894    1.050 -0.070  3.6554  4.103    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.72e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.945 5.081 5.699 5.739 4.334 6.899 5.633 3.419 2.798 2.699
0.01471 0.00000 6.60206 1.0914278030 2.4902260303    1.091 -0.036  3.6598  4.103    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.65e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.860 4.976 5.576 5.616 4.241 6.747 5.508 3.347 2.742 2.645
0.01471 0.00000 6.60206 1.1000000238 2.4916803837    1.099 -0.029  3.6608  4.103    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.65e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.842 4.953 5.550 5.590 4.221 6.715 5.482 3.331 2.729 2.633
0.01471 0.00000 6.60206 1.1442697048 2.4987931252    1.144  0.006  3.6654  4.104    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.49e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.756 4.848 5.428 5.468 4.128 6.563 5.357 3.259 2.672 2.579
0.01471 0.00000 6.60206 1.1499999762 2.4996678829    1.149  0.010  3.6660  4.104    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.47e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.744 4.834 5.412 5.452 4.116 6.542 5.340 3.249 2.664 2.572
0.01471 0.00000 6.60206 1.1851187944 2.5048172474    1.185  0.037  3.6696  4.105    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.28e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.678 4.753 5.319 5.358 4.045 6.426 5.245 3.193 2.621 2.531
0.01471 0.00000 6.60206 1.2000000477 2.5068950653    1.200  0.048  3.6712  4.106    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -8.2e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.650 4.719 5.280 5.319 4.015 6.376 5.205 3.170 2.603 2.513
0.01471 0.00000 6.60206 1.2081198692 2.5080039501    1.208  0.054  3.6720  4.106    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.14e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.636 4.702 5.260 5.299 4.000 6.352 5.185 3.158 2.594 2.505
0.01471 0.00000 6.60206 1.2500000000 2.5134611130    1.250  0.089  3.6764  4.104    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.96e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.548 4.598 5.141 5.180 3.908 6.203 5.063 3.085 2.536 2.449
0.01471 0.00000 6.60206 1.2999999523 2.5194499493    1.300  0.129  3.6816  4.102    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.62e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.449 4.480 5.006 5.044 3.804 6.036 4.925 3.001 2.470 2.386
0.01471 0.00000 6.60206 1.3499999046 2.5249314308    1.350  0.169  3.6868  4.099    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.21e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.348 4.362 4.873 4.911 3.699 5.873 4.789 2.917 2.402 2.320
